params,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 200}",0.8516641889713342,0.052748543037964994,94,302.15335432688397,68.1507749879622,2.4650251070658364,0.8771418030410774
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 300}",0.8572255807026251,0.052008723683877864,61,356.1563042799632,75.49883075849105,2.7539472579956055,0.6130494301918124
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.5, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 400}",0.8621633646571714,0.046907787658556736,33,406.0871097246806,86.27610812114271,2.7108840942382812,0.7892254603200751
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 75}",0.8486031117544911,0.06951596677105945,114,50.521057764689125,10.231714680865398,0.4734988212585449,0.17556949143526246
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 100}",0.8080768707582567,0.08141003456210666,216,61.113515774408974,14.403552280380065,0.6941071351369222,0.22061564550490131
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 150}",0.8375241379864139,0.06380401997674168,173,71.38491423924764,13.725546155674131,0.5236872037251791,0.18047352864703842
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 200}",0.84766359564293,0.0561233327538219,122,88.57913835843404,20.38560039091888,0.6157363255818685,0.14313462851340822
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 300}",0.859160547747682,0.05150537851838339,52,102.22715218861897,22.951281697726067,0.8627932866414388,0.36995797513217366
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 400}",0.8594474901000871,0.047563988863932455,48,117.34826072057088,25.134512410643875,0.6688206990559896,0.18630170373709465
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 75}",0.8461426695990767,0.0721012497350632,132,145.33786376317343,28.82372818314751,1.437836488087972,0.4145407885441449
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 100}",0.8120912879281281,0.07674282010323227,213,174.54530398050943,33.88102557722636,2.0495986938476562,0.791063587772657
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 150}",0.8465811133694104,0.0545352923644357,130,201.45107968648276,46.8812247161093,1.9417871634165447,0.7003865067002272
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 200}",0.8495438436468893,0.05515187313827785,108,234.83401370048523,52.387553149998595,2.2259111404418945,1.3033545310927614
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 300}",0.8565641663634396,0.0518067941242967,66,282.01924777030945,67.17996429408674,1.5651861031850178,0.47262625163222466
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 400}",0.8634928490769619,0.045100292162548475,27,329.3219254016876,72.7445777187316,1.5737813313802083,0.5455594147258502
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 75}",0.8459382015962413,0.07153714981054328,134,230.18269912401834,48.70515282523364,2.714554230372111,0.7124228966013689
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 100}",0.81260183162554,0.07680854292521909,211,286.1317635377248,62.541763941647424,2.9591786861419678,1.6486308606114906
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 150}",0.8453753490742443,0.054251012270669634,136,352.2792972723643,85.15656818471112,2.503302256266276,0.6219905604655345
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 200}",0.8515393307002127,0.052602350731932056,96,414.1765598456065,101.48074194989374,3.180919806162516,1.243435258013837
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 300}",0.855432778872168,0.05174775579994093,72,505.608051220576,118.29472242649304,3.1450050671895347,0.8981791190943625
